priority,status,product,category,price,product_page,photo_source_folder,product_id
"ok","visual match, high confidence","Solid Oxidized Silver Lord Ganesha Throne Blessing Pendant","Womens / PENDENT","6950","/product/Dsv1zH4VivhUwKn1i3vN","pendants/Pendant_086_GaneshaPendant","Dsv1zH4VivhUwKn1i3vN"
"ok","visual match, high confidence","92.5 Pure Silver Gold-Plated Pendant Set with Emerald Green Stones and Asymmetric CZ Loops","Womens / PENDENT SET","12200","/product/v01SH9H0JRrafPjk4Gj4","pendants/Pendant_012","v01SH9H0JRrafPjk4Gj4"
"ok","visual match, high confidence","92.5 Pure Silver Flower Branch Studs with Sky Blue and Bright Yellow Enamel Blossoms","Womens / Rings","3600","/product/NP8JoGVeGsJ1uXUsmDgt","ss/earrings/Earring_068","NP8JoGVeGsJ1uXUsmDgt"
"ok","visual match, high confidence","Cosmic Spiral Cluster 92.5 Pure Silver Dainty Statement Ring","Womens / Rings","850","/product/3k8Uf96avSylmLEMKUwG","ladies rings/Ring_063","3k8Uf96avSylmLEMKUwG"
"ok","visual match, high confidence","Dual-Royal Crimson Blossom Solitaire 92.5 Pure Silver Textured Engagement Ring","Womens / Rings","2600","/product/CX6XXAaIuPowqnnx7Jk5","ladies rings/Ring_054","CX6XXAaIuPowqnnx7Jk5"
"ok","visual match, high confidence","Imperial Grand Radiant Solitaire 92.5 Pure Silver Royal Bridal Ring","Womens / Rings","3000","/product/h4Cggdwu8PLVH5cg5yuQ","ladies rings/Ring_052","h4Cggdwu8PLVH5cg5yuQ"
"ok","visual match, high confidence","Majestic Peacock Tail Geometric Pavé 925 Silver Architectural Ring","Womens / Rings","4100","/product/pk3d31TFdilno48CU7p0","ladies rings/Ring_035","pk3d31TFdilno48CU7p0"
"ok","visual match, high confidence","Marquise-Cut Zirconia Leaf Multi-Row Stacked Ring in 92.5 Sterling Silver","Womens / Rings","3850","/product/QpIRKMGoxDU0M5KxVPFz","ladies rings/Ring_023","QpIRKMGoxDU0M5KxVPFz"
"ok","visual match, high confidence","Multi-Tone Rose Gold Polish 92.5 Sterling Silver Intricate Floral Filigree Dome Ring","Womens / Rings","3750","/product/L34byUugtoODDGqwTBzk","ladies rings/Ring_021","L34byUugtoODDGqwTBzk"
"ok","visual match, high confidence","pastel Azure Blue Cabochon Pavé Shank 925 Silver ring","Womens / Rings","1500","/product/aDBoqOvFHwFHOYDqmMYa","ladies rings/Ring_046","aDBoqOvFHwFHOYDqmMYa"
"ok","visual match, high confidence","Royal Gold-Plated Floral Peacock-Inspired 92.5 Pure Silver Statement Ring","Womens / Rings","5300","/product/L5olvjIKfOKIA8spdZIa","ladies rings/Ring_071","L5olvjIKfOKIA8spdZIa"
"ok","visual match, high confidence","Royal Gold-Plated Vintage Filigree Medallion 92.5 Pure Silver Cocktail Ring","Womens / Rings","4500","/product/ZG4twEYXwz4ghcHvkueL","ladies rings/Ring_072","ZG4twEYXwz4ghcHvkueL"
"ok","visual match, high confidence","Royal Heritage Majesty Crown 92.5 Pure Silver Dainty Promise Ring","Womens / Rings","2400","/product/VLP0Zzs4kk6Gmg49UJQk","ladies rings/Ring_062","VLP0Zzs4kk6Gmg49UJQk"
"ok","visual match, high confidence","Royal Sapphire red Floral Cluster Cocktail Ring in 92.5 Sterling Silver","Womens / Rings","2450","/product/bEiXetRNMSTJKsThhU7U","ladies rings/Ring_040","bEiXetRNMSTJKsThhU7U"
"ok","visual match, high confidence","Ruby Red Square Solitaire Cocktail Ring in Gold-Plated 92.5 Sterling Silver","Womens / Rings","5400","/product/lY7WIw9WTr4iU0gePCde","ladies rings/Ring_070","lY7WIw9WTr4iU0gePCde"
"ok","visual match, high confidence","Blooming Petals Necklace Set in 92.5 Sterling Silver with Rose Gold Polish","Womens / Rose Gold Necklace","14900","/product/KspTJgXyh1xcfwOZdvrz","rose gold and fancy necklaces/Necklace_047_PurpleOrchidEnamelNecklace","KspTJgXyh1xcfwOZdvrz"
"ok","visual match, high confidence","Eternal Radiance – 92.5 Sterling Silver Rose Gold Graduated Tennis Set","Womens / Rose Gold Necklace","9700","/product/cqkxiUmk2ovDB0cWBB46","rose gold and fancy necklaces/Necklace_067_RoseGold","cqkxiUmk2ovDB0cWBB46"
"ok","visual match, high confidence","Flora Aura Rose Gold Plated Pure Silver Stud & Necklace Set","Womens / Rose Gold Necklace","12300","/product/7MCvylrq7ojGG7JRA7js","rose gold and fancy necklaces/Necklace_065","7MCvylrq7ojGG7JRA7js"
"ok","visual match, high confidence","Flora Aura Rose Gold Plated Pure Silver Stud & Necklace Set","Womens / Rose Gold Necklace","12300","/product/hBFVcejFaXGoAc7YY7rW","rose gold and fancy necklaces/Necklace_065","hBFVcejFaXGoAc7YY7rW"
"ok","visual match, high confidence","Floral Elegance Necklace Set in 92.5 Sterling Silver with Rose Gold Polish","Womens / Rose Gold Necklace","12850","/product/PUaMHtJz0dYoC3pxBIr7","rose gold and fancy necklaces/Necklace_050","PUaMHtJz0dYoC3pxBIr7"
"ok","visual match, high confidence","Gulabi Blossom 925 Silver Choker Set (Rose Gold Polish)","Womens / Rose Gold Necklace","20300","/product/uhmaK3jurSkIexrHeNsF","rose gold and fancy necklaces/Necklace_059","uhmaK3jurSkIexrHeNsF"
"ok","visual match, high confidence","Modern Enamel Disc Necklace Set in 92.5 Sterling Silver with Rose Gold Polish","Womens / Rose Gold Necklace","10500","/product/KEK5TFwVV5BzyfchxFgk","rose gold and fancy necklaces/Necklace_049","KEK5TFwVV5BzyfchxFgk"
"ok","visual match, high confidence","Pastel Blossom Necklace Set in 92.5 Sterling Silver with Rose Gold Polish","Womens / Rose Gold Necklace","15400","/product/jRmJIgObLoJ1vsseQQeN","rose gold and fancy necklaces/Necklace_053","jRmJIgObLoJ1vsseQQeN"
"ok","visual match, high confidence","Pastel Flora Rose Gold Plated Pure Silver Choker & Earring Set","Womens / Rose Gold Necklace","13400","/product/k3nijNmo4xaF0JlLXmlt","rose gold and fancy necklaces/Necklace_066","k3nijNmo4xaF0JlLXmlt"
"ok","visual match, high confidence","Radiant Floral Pendant Necklace Set in 92.5 Sterling Silver with Rose Gold Polish","Womens / Rose Gold Necklace","13700","/product/PNWHzVtqgToHtoWEzxuA","rose gold and fancy necklaces/Necklace_046","PNWHzVtqgToHtoWEzxuA"
"ok","visual match, high confidence","Brilliant Pear-Drop CZ Silver Gold Polish Necklace","Womens / stone necklace","24700","/product/ETyq56t0EpNhVtTkRzOw","ss/czs/CZ_Product_01","ETyq56t0EpNhVtTkRzOw"
"ok","visual match, high confidence","Contemporary Rose Pink Quartz Style CZ Silver Choker Set","Womens / stone necklace","20600","/product/f2w4UuUe7jjM7tNd2cmc","rose gold and fancy necklaces/Necklace_003","f2w4UuUe7jjM7tNd2cmc"
"ok","visual match, high confidence","Elegant Gold-Polished Silver Twin-Strand Ruby Step Necklace","Womens / stone necklace","7000","/product/q8OqgbJP0lHaJCyqRMHw","temple necklaces/Necklace_020","q8OqgbJP0lHaJCyqRMHw"
"ok","visual match, high confidence","92.5 Pure Silver Gold Polish Haram Divine Lord Venkateshwara Gold Plated Haram","Womens / Temple Haram","18899.98","/product/odHKJs8B1tTj7CjBJfV7","temple necklaces/Necklace_047","odHKJs8B1tTj7CjBJfV7"
"ok","visual match, high confidence","Royal Antique Silver Gold Polish Lakshmi Kasulaperu Haram for Bridal Layering","Womens / Temple Haram","120000","/product/A7SQmdIJnBjPmPvBugV5","temple necklaces/Necklace_043_Grand Handcrafted Goddess Lakshmi Kasu Mala Sterling Silver Long Necklace","A7SQmdIJnBjPmPvBugV5"
"ok","visual match, high confidence","Royal Antique Silver Gold Polish Murali Krishna Temple Long Haram","Womens / Temple Haram","45700","/product/x6f5IcFOXVcCjGmg5aYs","temple necklaces/Necklace_045_PeacockKrishnaPendant","x6f5IcFOXVcCjGmg5aYs"
"ok","visual match, high confidence","Royal Antique Silver Gold Polish Nakshi Lakshmi Floral Haram with Pearl & Emerald Drops","Womens / Temple Haram","57100","/product/2a3UpNnkU0K24fbIIIiu","temple necklaces/Necklace_046_FloralLakshmiPendantPearlFringe","2a3UpNnkU0K24fbIIIiu"
"ok","visual match, high confidence","Royal Gold Polish Silver Shimmering Diamond CZ & Ruby Haram Set with Teardrop Rubies","Womens / Temple Haram","43650","/product/3kmuy9ez1t9GrmCywhdV","ss/czs/CZ_Product_05","3kmuy9ez1t9GrmCywhdV"
"ok","visual match, high confidence","Divine Lakshmi CZ Silver gold polish Necklace with Emerald Green Beads","Womens / temple necklace","21550","/product/n6krItlBEGMt7dDP2Gd3","temple necklaces/Necklace_005","n6krItlBEGMt7dDP2Gd3"
"ok","visual match, high confidence","Divine Murali Krishna CZ Studded Silver Long Festive Chain","Womens / temple necklace","20100","/product/sWxBdMEyqRGHCZkjFbZj","temple necklaces/Necklace_016","sWxBdMEyqRGHCZkjFbZj"
"ok","visual match, high confidence","Electroforming light weight Royal Lakshmi Motif Silver Kante","Womens / temple necklace","28500","/product/mbl2n1SDRqWagokhKQch","temple necklaces/Necklace_033","mbl2n1SDRqWagokhKQch"
"ok","visual match, high confidence","Elegant Diamond-Cut Cubic Zirconia Riviera Chain and Stud Set","Womens / temple necklace","7750","/product/7jZU6SRjOXduuLFWuHFk","rose gold and fancy necklaces/Necklace_005","7jZU6SRjOXduuLFWuHFk"
"ok","visual match, high confidence","Imperial Emerald and CZ Silver Choker with Mint Green Drop Beads","Womens / temple necklace","63500","/product/kXTr199g3mHIvxPF0mD4","set2/Set_004_EmeraldCutCollarKundanNecklace","kXTr199g3mHIvxPF0mD4"
"ok","visual match, high confidence","Royal Antique Silver Gold Polish Ram Parivar & Lakshmi Kasu necklace","Womens / temple necklace","31500","/product/mVqLHwWte5gnSnQ9O9FE","temple necklaces/Necklace_035","mVqLHwWte5gnSnQ9O9FE"
"ok","visual match, high confidence","Royal Goddess Lakshmi Motif Antique Silver Festive Necklace","Womens / temple necklace","20600","/product/vgNY08FjhfO5Cqpidq1h","temple necklaces/Necklace_015_GreenEnamelLakshmiPendant","vgNY08FjhfO5Cqpidq1h"
"ok","visual match, high confidence","Royal Mayura Motif CZ Studded Long Festive Silver nacklace","Womens / temple necklace","20600","/product/HddtJhrnmyyZysTzZwh2","temple necklaces/Necklace_019","HddtJhrnmyyZysTzZwh2"
"ok","visual match, high confidence","92.5 Sterling Silver Full Iced Baguette Halo Watch with Mother-of-Pearl Dial","Womens / watches","14300","/product/6HKtPgkZRrDrlMahwmjy","watches/Watch_001_WhitePaveSunburstDial","6HKtPgkZRrDrlMahwmjy"
"ok","copied from exact duplicate record","Divine Lord Ganesha 92.5 Silver Gold-Plated Black bracelet","Mens / bands","4500","/product/Z6tSOb8s7d8W0fwFp12A","(copied from CxVF59XkUgLGXUgothrj)","Z6tSOb8s7d8W0fwFp12A"
"ok","copied from exact duplicate record","Roxerina 92.5 Sterling Silver Full Iced Out Watch – Gold Plated Pave Link Design","Mens / watches","66000","/product/XHw3d1jUoRUOgvntTCBL","(copied from BHNPxNTGyyaUd8NEe7Oc)","XHw3d1jUoRUOgvntTCBL"
"ok","copied from exact duplicate record","92.5 Pure Silver Butterfly Charm Drop Chain Necklace","Womens / chains","1900","/product/zYi5cyWGlBMy1hW1nIdV","(copied from K2AJOXbcLyuFt7w6kjgA)","zYi5cyWGlBMy1hW1nIdV"
"ok","copied from exact duplicate record","92.5 Pure Silver Gold-Plated Clover Studs with Ruby Pink Kemp and CZ Accents","Womens / earrings","4001","/product/jdbDXZLXr1h55mwlTSD9","(copied from cTaryIpEWSBPUxf4VV1N)","jdbDXZLXr1h55mwlTSD9"
"ok","copied from exact duplicate record","Grand Imperial Emerald & Shimmering White CZ Silver Pendant","Womens / PENDENT","11350","/product/BwS8M94XrfFpFPvrVbwC","(copied from 9Y5oVshSbtd4wkgzXwJT)","BwS8M94XrfFpFPvrVbwC"
"ok","matched by product name","999 Pure Silver Clad Wooden Box with Royal Elephants","artifacts / dry fruit box","17500","/product/NSmoXgQcNyuNhHDrEzU2","","NSmoXgQcNyuNhHDrEzU2"
"ok","matched by product name","92.5 Pure Silver Black Stone Designer Belt Band Bracelet with Gold Accents","Mens / bands","14300","/product/KE9nhd3xetRI7LAGmwll","ss/g bracelet/G_Bracelet_Product_09_92.5 Pure Silver Black Stone Designer Belt Band Bracelet with Gold Accents","KE9nhd3xetRI7LAGmwll"
"ok","matched by product name","92.5 Pure Silver Krishna Antique Gold Finish Stretch Bracelet","Mens / bands","3000","/product/0kBzp7eCwAHSjUlZRKI8","ss/g bracelet/G_Bracelet_Product_01_92.5 Pure Silver Krishna Antique Gold Finish Stretch Bracelet","0kBzp7eCwAHSjUlZRKI8"
"ok","matched by product name","92.5 Pure Silver Om Designer Belt Band Bracelet for Men & Women","Mens / bands","15600","/product/JUi1omst0QTD6AIviL6D","ss/g bracelet/G_Bracelet_Product_10_92.5 Pure Silver Om Designer Belt Band Bracelet","JUi1omst0QTD6AIviL6D"
"ok","matched by product name","92.5 Pure Silver Royal Lion Antique Gold Finish Stretch Bracelet","Mens / bands","4500","/product/5SqFQ3GE6C6jL5Ic63ZH","ss/g bracelet/G_Bracelet_Product_02_92.5 Pure Silver Royal Lion Antique Gold Finish Stretch Bracelet","5SqFQ3GE6C6jL5Ic63ZH"
"ok","matched by product name","Divine Lord Ganesha 92.5 Silver Gold-Plated Black bracelet","Mens / bands","6000","/product/CxVF59XkUgLGXUgothrj","ss/g bracelet/G_Bracelet_Product_03_Divine Lord Ganesha 92.5 Silver Gold-Plated Black Segmented Kada","CxVF59XkUgLGXUgothrj"
"ok","matched by product name","Divine Lord Venkateswara 92.5 Silver Gold-Plated bracelet","Mens / bands","6000","/product/KkAOVw2nnGoYqL0ft7b5","ss/g bracelet/G_Bracelet_Product_04_Divine Lord Venkateswara 92.5 Silver Gold-Plated Segmented Kada","KkAOVw2nnGoYqL0ft7b5"
"ok","matched by product name","92.5 Sterling Silver Men's Alternating Bar and Watch-Link Bracelet","Mens / bracelets","8800","/product/NolVJVt66TsNYDdh2S08","ss/g bracelet/G_Bracelet_Product_22_92.5 Sterling Silver Men's Alternating Bar and Watch-Link Bracelet","NolVJVt66TsNYDdh2S08"
"ok","matched by product name","92.5 Pure Silver Alternating Gold & Silver Polish Textured Designer Statement Chain","Mens / chains","11200","/product/Cu50QlArqSDp8CwCwA95","ss/g chains/G_Chain_Product_11_92.5 Pure Silver Alternating Gold and Silver Polish Textured Designer Statement Chain","Cu50QlArqSDp8CwCwA95"
"ok","matched by product name","92.5 Pure Silver Alternating Gold & Silver Polish Textured Neck Chain","Mens / chains","24800","/product/qou88Tg3ViS5bh7MgcTb","ss/g chains/G_Chain_Product_03_92.5 Pure Silver Alternating Gold and Silver Polish Textured Neck Chain","qou88Tg3ViS5bh7MgcTb"
"ok","matched by product name","Dual-Tone Architectural Tiered Block Link 92.5 Sterling Silver Luxury Chain","Mens / chains","28000","/product/uMUgzSfsahoQShhB6pEn","ss/g chains/G_Chain_Product_10_Dual-Tone Architectural Tiered Block Link 92.5 Sterling Silver Luxury Chain","uMUgzSfsahoQShhB6pEn"
"ok","matched by product name","Dual-Tone Geometric Pyramid 92.5 Sterling Silver Gold-Polished Chain","Mens / chains","18900","/product/rMUFmbuJhTMoPVeMSKQJ","ss/g chains/G_Chain_Product_01_Dual-Tone Geometric Pyramid 92.5 Sterling Silver Gold-Polished Chain","rMUFmbuJhTMoPVeMSKQJ"
"ok","matched by product name","Dual-Tone Sculpted Barrel Link 92.5 Sterling Silver Gold-Polished Chain","Mens / chains","11400","/product/X1jJaB5Q5M5VYhn5xT0j","ss/g chains/G_Chain_Product_02_Dual-Tone Sculpted Barrel Link 92.5 Sterling Silver Gold-Polished Chain","X1jJaB5Q5M5VYhn5xT0j"
"ok","matched by product name","Dual-Tone Textured Bullet & Barrel Link 92.5 Sterling Silver Gold-Polished Chain","Mens / chains","12000","/product/XAJjF1fboay3iSyGNJ5u","ss/g chains/G_Chain_Product_05_Dual-Tone Textured Bullet and Barrel Link 92.5 Sterling Silver Gold-Polished Chain","XAJjF1fboay3iSyGNJ5u"
"ok","matched by product name","Dual-Tone Textured Diamond-Cut & Fish Motif 92.5 Sterling Silver Luxury Chain","Mens / chains","21000","/product/MdOqSOH3ocl6rYilfuto","ss/g chains/G_Chain_Product_12_Dual-Tone Textured Diamond-Cut and Fish Motif 92.5 Sterling Silver Luxury Chain","MdOqSOH3ocl6rYilfuto"
"ok","matched by product name","Dual-Tone Textured Maze & Capsule Link 92.5 Sterling Silver Gold-Polished Chain","Mens / chains","15700","/product/beM6ZR4prdzYoalWc3tE","ss/g chains/G_Chain_Product_04_Dual-Tone Textured Maze and Capsule Link 92.5 Sterling Silver Gold-Polished Chain","beM6ZR4prdzYoalWc3tE"
"ok","matched by product name","Luxury Double-Oval Nested Loop 92.5 Sterling Silver Gold-Polished Chain","Mens / chains","17700","/product/7iaGmS9M74Cesf1r6NMc","ss/g chains/G_Chain_Product_14_Luxury Double-Oval Nested Loop 92.5 Sterling Silver Gold-Polished Chain","7iaGmS9M74Cesf1r6NMc"
"ok","matched by product name","Luxury Heavy Double Curb Cuban 92.5 Sterling Silver Gold-Polished Chain","Mens / chains","20900","/product/rMxYli647H1gbRUJkv7O","ss/g chains/G_Chain_Product_15_Luxury Heavy Double Curb Cuban 92.5 Sterling Silver Gold-Polished Chain","rMxYli647H1gbRUJkv7O"
"ok","matched by product name","Sculpted Cylinder Barrel Link 92.5 Sterling Silver High-Finish Chain","Mens / chains","11300","/product/Y93gz64PP1fl0i0k9yEl","ss/g chains/G_Chain_Product_09_Sculpted Cylinder Barrel Link 92.5 Sterling Silver High-Finish Chain","Y93gz64PP1fl0i0k9yEl"
"ok","matched by product name","Royal Silver Gold Polish Lord Venkateshwara (Balaji) Puligoru Pendant","Mens / pendents","14650","/product/gNMNw3XZpTxkwZmqcLQE","pendants/Pendant_002_Royal Silver Gold Polish Lord Venkateshwara Balaji Puligoru Pendant","gNMNw3XZpTxkwZmqcLQE"
"ok","matched by product name","92.5 Pure Silver Floral CZ Designer Cuff Band Bracelet","Womens / bands","3000","/product/BmQBiOdHt5lEeL1gFzzQ","ss/l bracelets/L_Bracelet_Product_02_92.5 Pure Silver Floral CZ Designer Cuff Band Bracelet","BmQBiOdHt5lEeL1gFzzQ"
"ok","matched by product name","92.5 Pure Silver Rose Gold CZ Designer Cuff Band Bracelet","Womens / bands","3000","/product/M0p5mSMLheizhCpusoMm","ss/l bracelets/L_Bracelet_Product_01_92.5 Pure Silver Rose Gold CZ Designer Cuff Band Bracelet","M0p5mSMLheizhCpusoMm"
"ok","matched by product name","92.5 Pure Silver Rose Gold Heart Charm Designer Cuff Band Bracelet","Womens / bands","3000","/product/dZpi2RUDFH1Vfy6aBzBP","ss/l bracelets/L_Bracelet_Product_04_92.5 Pure Silver Rose Gold Heart Charm Designer Cuff Band Bracelet","dZpi2RUDFH1Vfy6aBzBP"
"ok","matched by product name","92.5 Pure Silver Antique Gold Polish Bangles - Set of 2 with Traditional Mango Motifs","Womens / BANGLES","26800","/product/8dfUiLF8mlKqrporzh4D","ss/bangles/Bangle_Product_02_92.5 Pure Silver Antique Gold Polish Bangles - Set of 2 with Traditional Mango Motifs","8dfUiLF8mlKqrporzh4D"
"ok","matched by product name","92.5 Pure Silver Antique Gold Polish Oval Ruby Filigree Bangles","Womens / BANGLES","32000","/product/TRjsqWVeoFoUN5Yn26OG","ss/bangles/Bangle_Product_29_92.5 Pure Silver Antique Gold Polish Oval Ruby Filigree Bangles","TRjsqWVeoFoUN5Yn26OG"
"ok","matched by product name","92.5 Pure Silver Antique Gold Polish Screw Kadas - Set of 2 with Goddess Lakshmi & Peacock Engravings","Womens / BANGLES","33000","/product/80qjNrNaxsocoH3kIgXq","ss/bangles/Bangle_Product_06_92.5 Pure Silver Antique Gold Polish Screw Kadas - Set of 2 with Goddess Lakshmi and Peacock Engravings","80qjNrNaxsocoH3kIgXq"
"ok","matched by product name","92.5 Pure Silver Gold Polish Antique Designer bangles | Intricate Paisley & Ruby Stone Work","Womens / BANGLES","34200","/product/zUzHU6qevIZ6B9THRNzl","ss/bangles/Bangle_Product_34_92.5 Pure Silver Gold Polish Antique Designer Bangles - Intricate Paisley and Ruby Stone Work","zUzHU6qevIZ6B9THRNzl"
"ok","matched by product name","92.5 Pure Silver Gold Polish Antique Designer Kada | Intricate Floral Work & Ruby Stone Bangle","Womens / BANGLES","31850","/product/NZ5Ce0gjeknxurGz0DyH","ss/bangles/Bangle_Product_38_92.5 Pure Silver Gold Polish Antique Designer Kada - Intricate Floral Work and Ruby Stone Bangle","NZ5Ce0gjeknxurGz0DyH"
"ok","matched by product name","92.5 Pure Silver Gold Polish Bangles - Set of 2 Openwork Marquis Link Navaratna bangles Set","Womens / BANGLES","14200","/product/fqk02O0GrAhv6VDHorOA","ss/bangles/Bangle_Product_14_92.5 Pure Silver Gold Polish Bangles - Openwork Marquis Link Navaratna Bangles Set","fqk02O0GrAhv6VDHorOA"
"ok","matched by product name","92.5 Pure Silver Gold Polish Designer bangles | Traditional Leaf Pattern with Ruby & Black Stone Work","Womens / BANGLES","23750","/product/OmHEySzUOFwg3CjM6kh6","ss/bangles/Bangle_Product_39_92.5 Pure Silver Gold Polish Designer Bangles - Traditional Leaf Pattern with Ruby and Black Stone Work","OmHEySzUOFwg3CjM6kh6"
"ok","matched by product name","92.5 Pure Silver Gold Polish Slim Bangles - Pair of 2 with Repeating Pinwheel Texture","Womens / BANGLES","18700","/product/6LTVG95mTIgzyACSwRaM","ss/bangles/Bangle_Product_07_92.5 Pure Silver Gold Polish Slim Bangles - Repeating Pinwheel Texture","6LTVG95mTIgzyACSwRaM"
"ok","matched by product name","92.5 Pure Silver Gold-Plated Emerald & CZ Openwork Royal Bangles","Womens / BANGLES","31500","/product/dhsX3pAo7krXMn2UVZRT","ss/bangles/Bangle_Product_31_92.5 Pure Silver Gold-Plated Emerald and CZ Openwork Royal Bangles","dhsX3pAo7krXMn2UVZRT"
"ok","matched by product name","92.5 Pure Silver Gold-Plated Royal Ruby Floral Bangles","Womens / BANGLES","13700","/product/AkoNe60Iuq1SGx9s2nw6","ss/bangles/Bangle_Product_28_92.5 Pure Silver Gold-Plated Royal Ruby Floral Bangles","AkoNe60Iuq1SGx9s2nw6"
"ok","matched by product name","92.5 Pure Silver Rhodium-Finish Royal Ruby & Emerald Bangles","Womens / BANGLES","30300","/product/RInGC0mBJhzkglTjZ9px","ss/bangles/Bangle_Product_30_92.5 Pure Silver Rhodium-Finish Royal Ruby and Emerald Bangles","RInGC0mBJhzkglTjZ9px"
"ok","matched by product name","92.5 Pure Silver Rose Gold Bangles with American Diamond Floral Accents - Set of 2","Womens / BANGLES","45600","/product/vYyS8Tdmk8w0aLZjdnPP","ss/bangles/Bangle_Product_01_92.5 Pure Silver Rose Gold Bangles with American Diamond Floral Accents - Set of 2","vYyS8Tdmk8w0aLZjdnPP"
"ok","matched by product name","92.5 Pure Sterling Silver Gold Polish Bangles | Two-Tone Honeycomb Design","Womens / BANGLES","21500","/product/0Lzg8ndJtIHpla8K5EqN","ss/bangles/Bangle_Product_12_92.5 Pure Sterling Silver Gold Polish Bangles - Two-Tone Honeycomb Design","0Lzg8ndJtIHpla8K5EqN"
"ok","matched by product name","92.5 Sterling Silver Gold Polish Square-Cut Emerald Tennis Bangles","Womens / BANGLES","26500","/product/wvEvi1zHA6EBd7YtNHMJ","ss/bangles/Bangle_Product_16_92.5 Sterling Silver Gold Polish Square-Cut Emerald Tennis Bangles","wvEvi1zHA6EBd7YtNHMJ"
"ok","matched by product name","92.5 Sterling Silver Platinum Finish Eternal Tennis Bracelets","Womens / BANGLES","14000","/product/zwx0gH0zzfluhWVEIdSK","ss/bangles/Bangle_Product_08_92.5 Sterling Silver Platinum Finish Eternal Tennis Bracelets","zwx0gH0zzfluhWVEIdSK"
"ok","matched by product name","Antique Gold-Plated Ashta Lakshmi Nakshi Temple Bangles with Emerald Green Accents","Womens / BANGLES","21350","/product/jfxhGGF9kQrHFu9Ymfjy","ss/bangles/Bangle_Product_40_Antique Gold-Plated Ashta Lakshmi Nakshi Temple Bangles with Emerald Green Accents Set of 2","jfxhGGF9kQrHFu9Ymfjy"
"ok","matched by product name","Antique Gold-Plated Ashta Lakshmi Temple Bangles with Kemp Stone Accents","Womens / BANGLES","22750","/product/KK7vsYfPOlEBOek4Yjo9","ss/bangles/Bangle_Product_36_Antique Gold-Plated Ashta Lakshmi Temple Bangles with Kemp Stone Accents","KK7vsYfPOlEBOek4Yjo9"
"ok","matched by product name","Antique Gold-Plated Lakshmi & Floral Temple Bangles with Kemp Stones","Womens / BANGLES","21800","/product/Ld15UYuuEvdqJqbpsP8L","ss/bangles/Bangle_Product_37_Antique Gold-Plated Lakshmi and Floral Temple Bangles with Kemp Stones","Ld15UYuuEvdqJqbpsP8L"
"ok","matched by product name","Antique Gold-Plated Lakshmi & Kalash Temple Bangles with Pearl Beading","Womens / BANGLES","30600","/product/sL02Z1pCsibcTwk66UZo","ss/bangles/Bangle_Product_35_Antique Gold-Plated Lakshmi and Kalash Temple Bangles with Pearl Beading","sL02Z1pCsibcTwk66UZo"
"ok","matched by product name","Golden Radiance: 92.5 Pure Silver 22k Gold Polished Textured Bangles","Womens / BANGLES","14500","/product/VqKHAOrELNjJ46kSxpQ1","ss/bangles/Bangle_Product_03_Golden Radiance 92.5 Pure Silver 22k Gold Polished Textured Bangles","VqKHAOrELNjJ46kSxpQ1"
"ok","matched by product name","Golden Radiance: 92.5 Pure Silver Gold Polish Slim Bangles - Pair of 2 with Matte Lining & High-Shine Motifs","Womens / BANGLES","12800","/product/eKukLl2D0doUirqkAASj","ss/bangles/Bangle_Product_05_Golden Radiance 92.5 Pure Silver Gold Polish Slim Bangles - Matte Lining and High-Shine Motifs","eKukLl2D0doUirqkAASj"
"ok","matched by product name","Handcrafted 92.5 Pure Silver Nakashi Antique Bangles with Ruby & Emerald Accents","Womens / BANGLES","19900","/product/MnZThgKGdR32ejTmOxqG","ss/bangles/Bangle_Product_22_Handcrafted 92.5 Pure Silver Nakashi Antique Bangles with Ruby and Emerald Accents","MnZThgKGdR32ejTmOxqG"
"ok","matched by product name","Handcrafted 92.5 Pure Silver Temple Jewelry Laxmi Kasula Bangles","Womens / BANGLES","24700","/product/BkNVxDe6xM7ryypjX269","ss/bangles/Bangle_Product_23_Handcrafted 92.5 Pure Silver Temple Jewelry Laxmi Kasula Bangles","BkNVxDe6xM7ryypjX269"
"ok","matched by product name","Handcrafted 92.5 Silver Sparkling Diamond-Cut Cubic Zirconia Bangles with Secure Clasp","Womens / BANGLES","17000","/product/7K037ZeNgWgOLp5gVDU7","ss/bangles/Bangle_Product_21_Handcrafted 92.5 Silver Sparkling Diamond-Cut Cubic Zirconia Bangles with Secure Clasp","7K037ZeNgWgOLp5gVDU7"
"ok","matched by product name","Handcrafted 92.5 Sterling Silver Geometric Emerald Glass & White Stone Bangles","Womens / BANGLES","11000","/product/9osHr5t4c6LrFYpWKRNI","ss/bangles/Bangle_Product_25_Handcrafted 92.5 Sterling Silver Geometric Emerald Glass and White Stone Bangles","9osHr5t4c6LrFYpWKRNI"
"ok","matched by product name","Handcrafted Pure Silver Slim Gold-Plated Laser-Cut Textured Bangles","Womens / BANGLES","13600","/product/3MaxTReW47FYf5is0fSQ","ss/bangles/Bangle_Product_24_Handcrafted Pure Silver Slim Gold-Plated Laser-Cut Textured Bangles","3MaxTReW47FYf5is0fSQ"
